scenario,seed,strategy,detection_probability,false_alarm_probability,interception_ratio,average_intercept_delay,average_reward,coverage
periodic,12,Sequential,0.95,0.075,0.3526570048309179,20.52054794520548,0.13,1.0
periodic,12,Random,0.8823529411764706,0.060240963855421686,0.34782608695652173,29.61111111111111,0.1,1.0
periodic,12,Adaptive,0.9354838709677419,0.07246376811594203,0.13043478260869565,9.925925925925926,0.24,1.0
periodic,12,Smart Adaptive,0.875,0.07142857142857142,0.21739130434782608,21.644444444444446,0.08,1.0
periodic,13,Sequential,0.9444444444444444,0.07317073170731707,0.3017241379310345,22.285714285714285,0.11,1.0
periodic,13,Random,0.9545454545454546,0.02564102564102564,0.3793103448275862,19.46590909090909,0.19,1.0
periodic,13,Adaptive,0.9444444444444444,0.078125,0.24568965517241378,24.350877192982455,0.29,1.0
periodic,13,Smart Adaptive,0.9354838709677419,0.08695652173913043,0.41379310344827586,24.989583333333332,0.23,1.0
periodic,14,Sequential,0.9444444444444444,0.07317073170731707,0.3238095238095238,20.529411764705884,0.11,1.0
periodic,14,Random,0.9444444444444444,0.08536585365853659,0.28095238095238095,18.050847457627118,0.1,0.95
periodic,14,Adaptive,0.9032258064516129,0.07246376811594203,0.14285714285714285,14.533333333333333,0.23,1.0
periodic,14,Smart Adaptive,0.9090909090909091,0.08974358974358974,0.3619047619047619,26.43421052631579,0.13,1.0
periodic,15,Sequential,0.9523809523809523,0.05063291139240506,0.3181818181818182,13.682539682539682,0.16,1.0
periodic,15,Random,1.0,0.07142857142857142,0.25252525252525254,15.46,0.1,1.0
periodic,15,Adaptive,0.9642857142857143,0.08333333333333333,0.21212121212121213,18.19047619047619,0.21,1.0
periodic,15,Smart Adaptive,0.9583333333333334,0.07894736842105263,0.2676767676767677,23.528301886792452,0.17,1.0
periodic,16,Sequential,0.9,0.0625,0.3073394495412844,22.388059701492537,0.13,1.0
periodic,16,Random,1.0,0.06578947368421052,0.3944954128440367,19.91860465116279,0.19,0.95
periodic,16,Adaptive,0.9393939393939394,0.08955223880597014,0.07339449541284404,3.4375,0.25,1.0
periodic,16,Smart Adaptive,0.92,0.09333333333333334,0.26605504587155965,23.844827586206897,0.16,1.0
periodic,17,Sequential,0.9166666666666666,0.06818181818181818,0.15348837209302327,13.212121212121213,0.05,1.0
